Dealer Name,Dealer ID,Invoice Date,Region,Governorate,City,Part Description,Unit Price,Quantity Sold,Total Sales,Operating Profit,Operating Margin
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-01-06,Upper Egypt,Assiut,Qusiya,Denso Alarm System for Toyota 1987-2015,1798.3,14,25176.2,7381.66,29.32
Auto Spare Parts Dealer 16 - Assiut,10015,2023-12-27,Alexandria,Alexandria,Smouha,Bosch Regular Bulb for Chevrolet Half-Truck,194.28,33,6411.24,1723.98,26.89
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-02-26,Upper Egypt,Minya,Samalut,Hella Rear Taillight for Hyundai,459.12,24,11018.88,3835.67,34.81
Auto Spare Parts Dealer 22 - Minya,10021,2024-09-06,Delta,Monufia,Shebin El Kom,Valeo Window Regulator for Hyundai,1061.66,9,9554.94,3213.33,33.63
Auto Spare Parts Dealer 18 - Cairo,10017,2023-10-04,Canal Zone,Ismailia,Arbaeen,Valeo Windshield Wiper for Toyota 1987-2015,200.04,82,16403.28,5152.27,31.41
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-04-03,Greater Cairo,Giza,Imbaba,Philips Brake Pads for Hyundai,518.5,44,22814.0,8448.02,37.03
Auto Spare Parts Dealer 24 - Assiut,10023,2022-12-18,Upper Egypt,Luxor,Armant,Magneti Marelli HID Bulb for Kia,541.25,17,9201.25,2634.32,28.63
Auto Spare Parts Dealer 7 - Minya,10006,2023-11-04,Upper Egypt,Aswan,Kom Ombo,ACDelco Rear Taillight for Chevrolet Half-Truck,480.48,21,10090.08,2865.58,28.4
Auto Spare Parts Dealer 48 - Minya,10047,2024-12-19,Upper Egypt,Aswan,Aswan First,DEPO Alarm System for Toyota 1987-2015,1815.82,10,18158.2,4334.36,23.87
Auto Spare Parts Dealer 12 - Dakahlia,10011,2023-05-13,Greater Cairo,Cairo,Heliopolis,CASP Engine Oil for Kia,1076.55,14,15071.7,5615.72,37.26
Auto Spare Parts Dealer 35 - Assiut,10034,2023-10-19,Canal Zone,Port Said,Dawahi,Champion Regular Bulb for Hyundai,135.87,21,2853.27,1026.61,35.98
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-07-23,Delta,Dakahlia,Mansoura,Mobil Regular Bulb for Nissan 1987-2015,92.33,103,9509.99,3455.93,36.34
Auto Spare Parts Dealer 39 - Cairo,10038,2022-01-31,Upper Egypt,Sohag,Girga,ACDelco Rear Taillight for Toyota 1987-2015,506.13,10,5061.3,1697.05,33.53
Auto Spare Parts Dealer 7 - Minya,10006,2022-01-17,Alexandria,Alexandria,Montazah,Hella Regular Bulb for Chevrolet Half-Truck,128.41,51,6548.91,1962.05,29.96
Auto Spare Parts Dealer 16 - Assiut,10015,2024-10-14,Delta,Beheira,Kafr El Dawar,Denso Regular Bulb for Hyundai,80.62,50,4031.0,944.87,23.44
Auto Spare Parts Dealer 37 - Beheira,10036,2022-04-20,Canal Zone,Port Said,Manakh,Bosch Air Filter for Toyota 1987-2015,270.77,91,24640.07,6310.32,25.61
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-11-06,Upper Egypt,Assiut,Qusiya,CASP Windshield Wiper for Hyundai,177.24,39,6912.36,1969.33,28.49
Auto Spare Parts Dealer 46 - Port Said,10045,2024-09-13,Upper Egypt,Luxor,Luxor First,DEPO Air Filter for Hyundai,594.09,40,23763.6,7428.5,31.26
Auto Spare Parts Dealer 32 - Monufia,10031,2022-02-06,Delta,Beheira,Damanhour,Champion Regular Bulb for Hyundai,53.11,43,2283.73,593.54,25.99
Auto Spare Parts Dealer 21 - Minya,10020,2022-02-26,Upper Egypt,Aswan,Nasr Nubia,Champion Alarm System for Hyundai,2306.04,13,29978.52,6673.22,22.26
Auto Spare Parts Dealer 2 - Sharqia,10001,2023-06-18,Greater Cairo,Cairo,Zeitoun,Magneti Marelli Alarm System for Hyundai,1927.0,9,17343.0,6217.47,35.85
Auto Spare Parts Dealer 13 - Luxor,10012,2023-10-09,Upper Egypt,Aswan,Aswan First,Magneti Marelli Regular Bulb for Chevrolet Half-Truck,162.51,68,11050.68,3087.56,27.94
Auto Spare Parts Dealer 17 - Monufia,10016,2024-03-02,Upper Egypt,Minya,Beni Mazar,DEPO Engine Oil for Nissan 1987-2015,1319.46,14,18472.44,7263.36,39.32
Auto Spare Parts Dealer 32 - Monufia,10031,2023-12-31,Canal Zone,Port Said,Sharq,Denso Windshield Wiper for Hyundai,122.47,28,3429.16,1137.11,33.16
Auto Spare Parts Dealer 32 - Monufia,10031,2024-06-25,Alexandria,Alexandria,Smouha,DEPO Regular Bulb for Hyundai,140.63,87,12234.81,3385.37,27.67
Auto Spare Parts Dealer 22 - Minya,10021,2022-08-31,Delta,Beheira,Edku,NGK Front Headlight for Toyota 1987-2015,834.48,13,10848.24,4171.15,38.45
Auto Spare Parts Dealer 32 - Monufia,10031,2023-08-21,Upper Egypt,Minya,Maghaghah,Champion Air Filter for Nissan 1987-2015,562.32,37,20805.84,5817.31,27.96
Auto Spare Parts Dealer 46 - Port Said,10045,2023-08-16,Greater Cairo,Qalyubia,Shibin El Qanater,DEPO Engine Oil for Toyota 1987-2015,1171.87,16,18749.92,5474.98,29.2
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-05-26,Alexandria,Alexandria,Roushdy,CASP Engine Oil for Chevrolet Half-Truck,1103.2,12,13238.4,4980.29,37.62
Auto Spare Parts Dealer 13 - Luxor,10012,2024-06-01,Greater Cairo,Cairo,Maadi,DEPO Regular Bulb for Chevrolet Half-Truck,69.45,100,6945.0,1895.29,27.29
Auto Spare Parts Dealer 13 - Luxor,10012,2023-11-08,Upper Egypt,Sohag,Maragha,Denso Engine Oil for Toyota 1987-2015,1084.82,18,19526.76,6783.6,34.74
Auto Spare Parts Dealer 35 - Assiut,10034,2023-03-28,Canal Zone,Port Said,Manakh,Bosch Battery for Kia,2760.65,7,19324.55,4724.85,24.45
Auto Spare Parts Dealer 40 - Beheira,10039,2022-12-16,Greater Cairo,Qalyubia,Khanka,Hella Battery for Chevrolet Half-Truck,1923.93,7,13467.51,4907.56,36.44
Auto Spare Parts Dealer 18 - Cairo,10017,2023-07-24,Delta,Beheira,Abu Hummus,Hella HID Bulb for Chevrolet Half-Truck,751.52,36,27054.72,8146.18,30.11
Auto Spare Parts Dealer 37 - Beheira,10036,2022-08-13,Upper Egypt,Aswan,Nasr Nubia,Philips Rear Taillight for Nissan 1987-2015,781.64,30,23449.2,4797.71,20.46
Auto Spare Parts Dealer 27 - Minya,10026,2024-08-13,Greater Cairo,Giza,Faisal,Mobil Regular Bulb for Nissan 1987-2015,119.52,38,4541.76,1076.85,23.71
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-01-17,Delta,Beheira,Abu Hummus,CASP Battery for Toyota 1987-2015,1414.96,17,24054.32,6752.05,28.07
Auto Spare Parts Dealer 24 - Assiut,10023,2024-09-23,Delta,Dakahlia,Bilqas,ACDelco Battery for Nissan 1987-2015,1088.92,10,10889.2,4289.26,39.39
Auto Spare Parts Dealer 44 - Monufia,10043,2024-12-31,Delta,Beheira,Kafr El Dawar,Valeo Brake Pads for Nissan 1987-2015,683.98,17,11627.66,2597.62,22.34
Auto Spare Parts Dealer 1 - Qalyubia,10000,2022-11-01,Delta,Dakahlia,Mansoura,Philips Windshield Wiper for Chevrolet Half-Truck,224.18,48,10760.64,4100.88,38.11
Auto Spare Parts Dealer 39 - Cairo,10038,2023-02-12,Upper Egypt,Sohag,Girga,ACDelco Windshield Wiper for Kia,147.16,18,2648.88,929.23,35.08
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-04-23,Upper Egypt,Assiut,Abnoub,Hella Brake Pads for Hyundai,522.45,8,4179.6,1347.09,32.23
Auto Spare Parts Dealer 21 - Minya,10020,2022-11-02,Upper Egypt,Minya,Samalut,DEPO Regular Bulb for Kia,94.89,97,9204.33,2743.81,29.81
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-01-17,Upper Egypt,Aswan,Kom Ombo,Valeo Regular Bulb for Kia,91.73,15,1375.95,543.36,39.49
Auto Spare Parts Dealer 14 - Sohag,10013,2024-07-30,Delta,Monufia,Berket El Sabaa,Hella Regular Bulb for Toyota 1987-2015,50.01,77,3850.77,952.3,24.73
Auto Spare Parts Dealer 32 - Monufia,10031,2022-06-09,Alexandria,Alexandria,Miami,Champion Windshield Wiper for Toyota 1987-2015,189.33,74,14010.42,3389.12,24.19
Auto Spare Parts Dealer 48 - Minya,10047,2024-05-11,Upper Egypt,Assiut,Dayrout,Philips Battery for Toyota 1987-2015,2271.97,8,18175.76,6508.74,35.81
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-04-03,Greater Cairo,Qalyubia,Shibin El Qanater,Philips Regular Bulb for Nissan 1987-2015,153.84,126,19383.84,5452.67,28.13
Auto Spare Parts Dealer 48 - Minya,10047,2023-09-12,Greater Cairo,Qalyubia,Qalyub,Champion Battery for Nissan 1987-2015,2040.94,11,22450.34,8663.59,38.59
Auto Spare Parts Dealer 5 - Port Said,10004,2023-06-14,Upper Egypt,Assiut,Qusiya,Denso Rear Taillight for Chevrolet Half-Truck,656.57,23,15101.11,5303.51,35.12
Auto Spare Parts Dealer 39 - Cairo,10038,2023-08-04,Alexandria,Alexandria,Roushdy,NGK Windshield Wiper for Chevrolet Half-Truck,265.87,20,5317.4,1302.23,24.49
Auto Spare Parts Dealer 30 - Dakahlia,10029,2022-11-16,Upper Egypt,Luxor,Qurna,Mobil Alarm System for Nissan 1987-2015,2167.78,11,23845.58,7480.36,31.37
Auto Spare Parts Dealer 44 - Monufia,10043,2024-07-07,Upper Egypt,Assiut,Dayrout,Denso Windshield Wiper for Nissan 1987-2015,134.96,100,13496.0,4965.18,36.79
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-09-28,Greater Cairo,Giza,Faisal,Mobil Brake Pads for Kia,586.81,20,11736.2,3928.11,33.47
Auto Spare Parts Dealer 40 - Beheira,10039,2023-02-21,Upper Egypt,Sohag,Sohag First,Bosch Windshield Wiper for Kia,283.44,58,16439.52,4826.64,29.36
Auto Spare Parts Dealer 24 - Assiut,10023,2022-01-17,Upper Egypt,Assiut,Manfalout,Valeo Windshield Wiper for Kia,159.94,27,4318.38,1600.82,37.07
Auto Spare Parts Dealer 39 - Cairo,10038,2024-04-26,Delta,Beheira,Rashid,Hella Regular Bulb for Toyota 1987-2015,102.45,43,4405.35,1328.65,30.16
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-08-24,Upper Egypt,Sohag,Maragha,ACDelco Windshield Wiper for Kia,196.28,33,6477.24,1702.87,26.29
Auto Spare Parts Dealer 24 - Assiut,10023,2023-02-18,Upper Egypt,Luxor,Qurna,Magneti Marelli Regular Bulb for Nissan 1987-2015,95.32,38,3622.16,746.89,20.62
Auto Spare Parts Dealer 32 - Monufia,10031,2024-06-29,Upper Egypt,Assiut,Abnoub,Bosch Air Filter for Toyota 1987-2015,256.81,13,3338.53,675.05,20.22
Auto Spare Parts Dealer 24 - Assiut,10023,2024-05-20,Upper Egypt,Sohag,Maragha,Valeo Front Headlight for Toyota 1987-2015,825.75,12,9909.0,2371.22,23.93
Auto Spare Parts Dealer 14 - Sohag,10013,2023-01-03,Greater Cairo,Cairo,Zeitoun,Hella Alarm System for Kia,1738.16,7,12167.12,3645.27,29.96
Auto Spare Parts Dealer 26 - Sohag,10025,2022-01-17,Upper Egypt,Luxor,Esna,Valeo Windshield Wiper for Chevrolet Half-Truck,103.48,130,13452.4,4854.97,36.09
Auto Spare Parts Dealer 32 - Monufia,10031,2023-02-11,Upper Egypt,Aswan,Aswan First,Mobil Air Filter for Kia,427.77,73,31227.21,8300.19,26.58
Auto Spare Parts Dealer 31 - Sohag,10030,2024-02-18,Delta,Dakahlia,Talkha,Champion Front Headlight for Kia,871.77,21,18307.17,6092.63,33.28
Auto Spare Parts Dealer 24 - Assiut,10023,2022-09-12,Canal Zone,Ismailia,Sheikh Zayed,CASP Battery for Hyundai,1797.04,13,23361.52,7485.03,32.04
Auto Spare Parts Dealer 1 - Qalyubia,10000,2022-10-19,Delta,Dakahlia,Mit Ghamr,Philips Air Filter for Hyundai,489.99,67,32829.33,10827.11,32.98
Auto Spare Parts Dealer 32 - Monufia,10031,2022-03-16,Delta,Monufia,Bagour,Hella Engine Oil for Kia,1220.24,7,8541.68,2225.96,26.06
Auto Spare Parts Dealer 38 - Aswan,10037,2023-11-06,Upper Egypt,Luxor,Qurna,Champion Windshield Wiper for Kia,126.71,76,9629.96,3157.66,32.79
Auto Spare Parts Dealer 4 - Dakahlia,10003,2024-11-07,Upper Egypt,Aswan,Aswan First,Valeo Regular Bulb for Toyota 1987-2015,60.94,59,3595.46,1075.4,29.91
Auto Spare Parts Dealer 12 - Dakahlia,10011,2023-04-21,Upper Egypt,Assiut,Manfalout,Philips Engine Oil for Toyota 1987-2015,1562.72,8,12501.76,3169.2,25.35
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-12-01,Upper Egypt,Assiut,Abnoub,Hella Window Regulator for Kia,1343.53,9,12091.77,3019.31,24.97
Auto Spare Parts Dealer 44 - Monufia,10043,2023-04-06,Delta,Dakahlia,Bilqas,Denso Windshield Wiper for Kia,252.98,50,12649.0,3303.92,26.12
Auto Spare Parts Dealer 46 - Port Said,10045,2022-10-21,Upper Egypt,Assiut,Manfalout,Valeo Windshield Wiper for Kia,274.39,19,5213.41,1282.5,24.6
Auto Spare Parts Dealer 34 - Giza,10033,2022-02-06,Upper Egypt,Luxor,Qurna,CASP Regular Bulb for Hyundai,145.89,70,10212.3,3823.49,37.44
Auto Spare Parts Dealer 23 - Sohag,10022,2024-05-30,Upper Egypt,Luxor,Esna,Philips Battery for Hyundai,2356.39,8,18851.12,5915.48,31.38
Auto Spare Parts Dealer 13 - Luxor,10012,2024-12-08,Upper Egypt,Minya,Deir Mawas,Magneti Marelli Battery for Kia,1609.24,15,24138.6,6968.81,28.87
Auto Spare Parts Dealer 26 - Sohag,10025,2022-06-04,Delta,Sharqia,Faqus,Champion Window Regulator for Toyota 1987-2015,1141.99,22,25123.78,6303.56,25.09
Auto Spare Parts Dealer 48 - Minya,10047,2022-03-04,Greater Cairo,Cairo,Heliopolis,DEPO Regular Bulb for Hyundai,51.17,37,1893.29,434.7,22.96
Auto Spare Parts Dealer 1 - Qalyubia,10000,2023-10-16,Greater Cairo,Giza,Imbaba,ACDelco Windshield Wiper for Toyota 1987-2015,106.04,37,3923.48,1134.67,28.92
Auto Spare Parts Dealer 39 - Cairo,10038,2023-07-13,Greater Cairo,Qalyubia,Banha,Valeo Brake Pads for Hyundai,503.48,13,6545.24,1619.29,24.74
Auto Spare Parts Dealer 2 - Sharqia,10001,2023-03-05,Delta,Dakahlia,Bilqas,Mobil Regular Bulb for Toyota 1987-2015,145.61,31,4513.91,1780.29,39.44
Auto Spare Parts Dealer 34 - Giza,10033,2024-04-06,Greater Cairo,Qalyubia,Qalyub,Magneti Marelli Engine Oil for Toyota 1987-2015,1638.7,18,29496.6,8052.57,27.3
Auto Spare Parts Dealer 41 - Beheira,10040,2024-08-06,Greater Cairo,Qalyubia,Toukh,Mobil Side Mirror for Toyota 1987-2015,810.28,20,16205.6,3613.85,22.3
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-02-23,Greater Cairo,Qalyubia,Khanka,DEPO Brake Cylinder for Kia,1113.52,13,14475.76,5605.01,38.72
Auto Spare Parts Dealer 15 - Sharqia,10014,2024-10-16,Upper Egypt,Assiut,Abnoub,NGK Battery for Kia,1321.55,18,23787.9,6582.11,27.67
Auto Spare Parts Dealer 24 - Assiut,10023,2024-06-05,Delta,Beheira,Kafr El Dawar,Mobil Windshield Wiper for Hyundai,171.45,144,24688.8,6675.85,27.04
Auto Spare Parts Dealer 21 - Minya,10020,2022-11-02,Upper Egypt,Minya,Samalut,Mobil Battery for Toyota 1987-2015,1111.36,14,15559.04,3225.39,20.73
Auto Spare Parts Dealer 36 - Port Said,10035,2022-10-16,Upper Egypt,Minya,Deir Mawas,Valeo Battery for Chevrolet Half-Truck,1340.2,16,21443.2,6874.69,32.06
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-07-31,Upper Egypt,Minya,Mallawi,Mobil Side Mirror for Hyundai,881.66,10,8816.6,3399.68,38.56
Auto Spare Parts Dealer 11 - Qalyubia,10010,2023-07-12,Delta,Dakahlia,Mit Ghamr,Valeo Alarm System for Nissan 1987-2015,1837.28,8,14698.24,5356.04,36.44
Auto Spare Parts Dealer 40 - Beheira,10039,2022-03-19,Alexandria,Alexandria,Glim,Mobil Windshield Wiper for Kia,110.77,55,6092.35,1755.21,28.81
Auto Spare Parts Dealer 14 - Sohag,10013,2023-04-11,Canal Zone,Port Said,Arab,ACDelco Windshield Wiper for Nissan 1987-2015,255.06,47,11987.82,2983.77,24.89
Auto Spare Parts Dealer 5 - Port Said,10004,2023-11-07,Upper Egypt,Sohag,Girga,NGK Engine Oil for Nissan 1987-2015,1291.16,16,20658.56,7899.83,38.24
Auto Spare Parts Dealer 2 - Sharqia,10001,2023-02-06,Upper Egypt,Minya,Samalut,Bosch Engine Oil for Nissan 1987-2015,1408.41,7,9858.87,3297.79,33.45
Auto Spare Parts Dealer 5 - Port Said,10004,2022-08-20,Delta,Sharqia,Bilbeis,Valeo Windshield Wiper for Toyota 1987-2015,197.43,136,26850.48,5780.91,21.53
Auto Spare Parts Dealer 23 - Sohag,10022,2024-12-28,Upper Egypt,Minya,Mallawi,ACDelco Regular Bulb for Toyota 1987-2015,194.55,91,17704.05,5902.53,33.34
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-08-06,Delta,Sharqia,Faqus,Magneti Marelli Windshield Wiper for Toyota 1987-2015,251.98,67,16882.66,3732.76,22.11
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-11-20,Delta,Dakahlia,Mansoura,ACDelco Window Regulator for Hyundai,1423.42,14,19927.88,6323.12,31.73
Auto Spare Parts Dealer 2 - Sharqia,10001,2024-07-08,Canal Zone,Ismailia,Qantara Sharq,Bosch Regular Bulb for Kia,140.61,115,16170.15,5840.66,36.12
Auto Spare Parts Dealer 25 - Cairo,10024,2023-11-28,Upper Egypt,Minya,Mallawi,Valeo Regular Bulb for Toyota 1987-2015,142.45,64,9116.8,2562.73,28.11
Auto Spare Parts Dealer 15 - Sharqia,10014,2024-04-24,Canal Zone,Ismailia,Qantara Sharq,Valeo Brake Pads for Kia,540.89,13,7031.57,1821.88,25.91
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-04-17,Canal Zone,Ismailia,First District,NGK Alarm System for Nissan 1987-2015,1714.86,12,20578.32,4654.82,22.62
Auto Spare Parts Dealer 21 - Minya,10020,2022-11-26,Greater Cairo,Qalyubia,Banha,ACDelco Engine Oil for Kia,1288.22,13,16746.86,6074.09,36.27
Auto Spare Parts Dealer 37 - Beheira,10036,2023-04-07,Upper Egypt,Luxor,Esna,Valeo Regular Bulb for Toyota 1987-2015,60.09,46,2764.14,1000.34,36.19
Auto Spare Parts Dealer 26 - Sohag,10025,2024-12-26,Canal Zone,Port Said,Sharq,Magneti Marelli Battery for Nissan 1987-2015,2366.7,8,18933.6,5238.93,27.67
Auto Spare Parts Dealer 9 - Dakahlia,10008,2022-05-27,Upper Egypt,Luxor,Luxor First,DEPO Battery for Nissan 1987-2015,1041.93,10,10419.3,4003.1,38.42
Auto Spare Parts Dealer 5 - Port Said,10004,2024-02-08,Upper Egypt,Minya,Samalut,Hella Air Filter for Chevrolet Half-Truck,277.14,14,3879.96,1191.92,30.72
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-01-22,Canal Zone,Ismailia,First District,CASP Windshield Wiper for Toyota 1987-2015,104.67,18,1884.06,610.06,32.38
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-10-14,Canal Zone,Ismailia,Sheikh Zayed,Bosch Engine Oil for Toyota 1987-2015,1420.3,8,11362.4,2328.16,20.49
Auto Spare Parts Dealer 13 - Luxor,10012,2023-08-03,Delta,Beheira,Kafr El Dawar,Valeo Air Filter for Chevrolet Half-Truck,322.02,18,5796.36,2243.77,38.71
Auto Spare Parts Dealer 33 - Minya,10032,2023-05-04,Canal Zone,Ismailia,First District,NGK Brake Pads for Nissan 1987-2015,405.34,34,13781.56,3432.99,24.91
Auto Spare Parts Dealer 4 - Dakahlia,10003,2022-05-05,Upper Egypt,Sohag,Sohag First,Magneti Marelli Regular Bulb for Kia,139.0,99,13761.0,4128.3,30.0
Auto Spare Parts Dealer 18 - Cairo,10017,2024-04-28,Alexandria,Alexandria,Roushdy,NGK Alarm System for Hyundai,2404.1,7,16828.7,5858.07,34.81
Auto Spare Parts Dealer 37 - Beheira,10036,2023-12-04,Upper Egypt,Sohag,Akhmim,Denso Air Filter for Chevrolet Half-Truck,257.85,14,3609.9,954.82,26.45
Auto Spare Parts Dealer 33 - Minya,10032,2023-11-20,Delta,Beheira,Damanhour,Hella Windshield Wiper for Nissan 1987-2015,228.89,123,28153.47,11103.73,39.44
Auto Spare Parts Dealer 37 - Beheira,10036,2022-06-28,Delta,Monufia,Menouf,DEPO Regular Bulb for Toyota 1987-2015,199.06,36,7166.16,1487.69,20.76
Auto Spare Parts Dealer 7 - Minya,10006,2023-09-26,Greater Cairo,Cairo,Heliopolis,Magneti Marelli Rear Taillight for Hyundai,776.56,31,24073.36,7708.29,32.02
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-01-31,Upper Egypt,Sohag,Akhmim,NGK Regular Bulb for Toyota 1987-2015,55.65,45,2504.25,877.24,35.03
Auto Spare Parts Dealer 27 - Minya,10026,2023-03-13,Canal Zone,Ismailia,Sheikh Zayed,ACDelco Rear Taillight for Nissan 1987-2015,588.42,9,5295.78,1160.83,21.92
Auto Spare Parts Dealer 31 - Sohag,10030,2024-02-18,Delta,Dakahlia,Talkha,DEPO Rear Taillight for Toyota 1987-2015,519.29,28,14540.12,5011.98,34.47
Auto Spare Parts Dealer 18 - Cairo,10017,2023-07-24,Delta,Beheira,Abu Hummus,Champion Air Filter for Toyota 1987-2015,443.16,12,5317.92,1922.43,36.15
Auto Spare Parts Dealer 29 - Qalyubia,10028,2024-06-11,Greater Cairo,Qalyubia,Toukh,NGK Regular Bulb for Kia,149.39,73,10905.47,3555.18,32.6
Auto Spare Parts Dealer 4 - Dakahlia,10003,2023-02-22,Greater Cairo,Qalyubia,Qalyub,Mobil Brake Pads for Chevrolet Half-Truck,648.01,17,11016.17,4397.66,39.92
Auto Spare Parts Dealer 36 - Port Said,10035,2023-07-09,Upper Egypt,Assiut,Dayrout,Valeo Regular Bulb for Toyota 1987-2015,197.97,8,1583.76,535.94,33.84
Auto Spare Parts Dealer 44 - Monufia,10043,2022-05-21,Canal Zone,Ismailia,First District,Mobil HID Bulb for Hyundai,752.49,18,13544.82,2913.49,21.51
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-08-06,Delta,Monufia,Quesna,CASP Alarm System for Nissan 1987-2015,1606.69,12,19280.28,7554.01,39.18
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-12-23,Delta,Beheira,Kafr El Dawar,Bosch Brake Pads for Kia,757.95,21,15916.95,3212.04,20.18
Auto Spare Parts Dealer 30 - Dakahlia,10029,2023-08-11,Greater Cairo,Qalyubia,Shibin El Qanater,Magneti Marelli Regular Bulb for Nissan 1987-2015,106.61,51,5437.11,1202.69,22.12
Auto Spare Parts Dealer 41 - Beheira,10040,2024-04-18,Alexandria,Alexandria,Montazah,ACDelco Side Mirror for Hyundai,721.02,21,15141.42,5997.52,39.61
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-07-08,Alexandria,Alexandria,Miami,Philips Front Headlight for Toyota 1987-2015,1382.7,16,22123.2,7296.23,32.98
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-11-12,Canal Zone,Ismailia,Sheikh Zayed,CASP Regular Bulb for Chevrolet Half-Truck,180.94,67,12122.98,3558.09,29.35
Auto Spare Parts Dealer 31 - Sohag,10030,2022-08-21,Greater Cairo,Giza,Faisal,Philips Regular Bulb for Hyundai,101.33,72,7295.76,1983.72,27.19
Auto Spare Parts Dealer 24 - Assiut,10023,2023-12-26,Upper Egypt,Minya,Maghaghah,Denso Rear Taillight for Nissan 1987-2015,467.55,49,22909.95,7260.16,31.69
Auto Spare Parts Dealer 16 - Assiut,10015,2023-12-17,Canal Zone,Port Said,Arab,Champion HID Bulb for Chevrolet Half-Truck,593.5,17,10089.5,3865.29,38.31
Auto Spare Parts Dealer 41 - Beheira,10040,2024-03-02,Upper Egypt,Minya,Maghaghah,Philips HID Bulb for Nissan 1987-2015,940.55,10,9405.5,1948.82,20.72
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-09-26,Upper Egypt,Minya,Beni Mazar,DEPO Air Filter for Hyundai,401.85,38,15270.3,4173.37,27.33
Auto Spare Parts Dealer 22 - Minya,10021,2023-06-20,Upper Egypt,Minya,Mallawi,Bosch Regular Bulb for Toyota 1987-2015,72.33,84,6075.72,1889.55,31.1
Auto Spare Parts Dealer 32 - Monufia,10031,2024-09-06,Upper Egypt,Sohag,Girga,Hella Rear Taillight for Hyundai,423.06,51,21576.06,5478.16,25.39
Auto Spare Parts Dealer 25 - Cairo,10024,2022-03-11,Upper Egypt,Aswan,Kom Ombo,Denso Brake Pads for Toyota 1987-2015,587.7,42,24683.4,9273.55,37.57
Auto Spare Parts Dealer 24 - Assiut,10023,2022-01-17,Upper Egypt,Assiut,Manfalout,Philips Brake Pads for Chevrolet Half-Truck,464.6,48,22300.8,6522.98,29.25
Auto Spare Parts Dealer 20 - Sharqia,10019,2024-12-13,Upper Egypt,Luxor,Armant,Magneti Marelli Engine Oil for Hyundai,1149.89,9,10349.01,2982.58,28.82
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-02-02,Greater Cairo,Cairo,Maadi,Magneti Marelli Battery for Nissan 1987-2015,1329.46,17,22600.82,6918.11,30.61
Auto Spare Parts Dealer 10 - Sharqia,10009,2023-09-23,Upper Egypt,Luxor,Luxor First,ACDelco Battery for Toyota 1987-2015,1432.05,11,15752.55,3637.26,23.09
Auto Spare Parts Dealer 40 - Beheira,10039,2023-03-04,Greater Cairo,Qalyubia,Qalyub,Mobil Regular Bulb for Kia,175.68,65,11419.2,2811.41,24.62
Auto Spare Parts Dealer 22 - Minya,10021,2024-10-11,Upper Egypt,Luxor,Armant,Philips Engine Oil for Nissan 1987-2015,1539.98,11,16939.78,4509.37,26.62
Auto Spare Parts Dealer 3 - Cairo,10002,2024-03-17,Delta,Beheira,Edku,Valeo Engine Oil for Chevrolet Half-Truck,1750.05,7,12250.35,3980.14,32.49
Auto Spare Parts Dealer 24 - Assiut,10023,2023-02-18,Upper Egypt,Luxor,Qurna,DEPO Air Filter for Hyundai,370.02,42,15540.84,3830.82,24.65
Auto Spare Parts Dealer 3 - Cairo,10002,2024-07-19,Upper Egypt,Sohag,Girga,Bosch Engine Oil for Hyundai,1165.6,13,15152.8,4698.88,31.01
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-03-11,Delta,Monufia,Shebin El Kom,Philips Windshield Wiper for Hyundai,244.77,20,4895.4,1079.44,22.05
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-04-03,Upper Egypt,Sohag,Tahta,Denso Side Mirror for Toyota 1987-2015,631.75,33,20847.75,5856.13,28.09
Auto Spare Parts Dealer 5 - Port Said,10004,2022-08-15,Canal Zone,Ismailia,First District,NGK Alarm System for Nissan 1987-2015,2076.73,8,16613.84,4658.52,28.04
Auto Spare Parts Dealer 23 - Sohag,10022,2022-01-24,Alexandria,Alexandria,Smouha,NGK Engine Oil for Hyundai,1045.38,14,14635.32,4517.92,30.87
